TrianglePattern0data.csv,0-3000000,0-25,25-50,1905,16,11
TrianglePattern0data.csv,0-3000000,0-25,50-75,1905,821,714
TrianglePattern0data.csv,3000000-8000000,0-25,50-75,1905,38,35
TrianglePattern0data.csv,8000000-12000000,0-25,50-75,1905,12,9
TrianglePattern0data.csv,14000000-80000000,0-25,50-75,1905,13,13
TrianglePattern0data.csv,0-3000000,0-25,75-100,1905,14,12
TrianglePattern0data.csv,3000000-8000000,0-25,75-100,1905,2,2
TrianglePattern0data.csv,14000000-80000000,0-25,75-100,1905,1,1
TrianglePattern0data.csv,0-3000000,25-50,25-50,1905,34,28
TrianglePattern0data.csv,8000000-12000000,25-50,25-50,1905,1,1
TrianglePattern0data.csv,0-3000000,25-50,50-75,1905,658,554
TrianglePattern0data.csv,3000000-8000000,25-50,50-75,1905,40,29
TrianglePattern0data.csv,8000000-12000000,25-50,50-75,1905,13,12
TrianglePattern0data.csv,14000000-80000000,25-50,50-75,1905,20,18
TrianglePattern0data.csv,0-3000000,25-50,75-100,1905,56,53
TrianglePattern0data.csv,3000000-8000000,25-50,75-100,1905,10,10
TrianglePattern0data.csv,8000000-12000000,25-50,75-100,1905,4,4
TrianglePattern0data.csv,14000000-80000000,25-50,75-100,1905,4,4
TrianglePattern0data.csv,0-3000000,50-75,0-25,1905,2,2
TrianglePattern0data.csv,0-3000000,50-75,25-50,1905,3,3
TrianglePattern0data.csv,0-3000000,50-75,50-75,1905,33,25
TrianglePattern0data.csv,3000000-8000000,50-75,50-75,1905,7,5
TrianglePattern0data.csv,14000000-80000000,50-75,50-75,1905,3,3
TrianglePattern0data.csv,0-3000000,50-75,75-100,1905,23,22
TrianglePattern0data.csv,3000000-8000000,50-75,75-100,1905,3,3
TrianglePattern0data.csv,14000000-80000000,50-75,75-100,1905,6,6
