SuperTrendEWM0data.csv,0-3000000,0-25,50-75,233,154,102
SuperTrendEWM0data.csv,3000000-8000000,0-25,50-75,233,11,7
SuperTrendEWM0data.csv,8000000-12000000,0-25,50-75,233,3,2
SuperTrendEWM0data.csv,0-3000000,0-25,75-100,233,1,1
SuperTrendEWM0data.csv,0-3000000,25-50,25-50,233,1,1
SuperTrendEWM0data.csv,3000000-8000000,25-50,25-50,233,1,1
SuperTrendEWM0data.csv,0-3000000,25-50,50-75,233,46,33
SuperTrendEWM0data.csv,3000000-8000000,25-50,50-75,233,7,5
SuperTrendEWM0data.csv,8000000-12000000,25-50,50-75,233,4,1
SuperTrendEWM0data.csv,14000000-80000000,25-50,50-75,233,2,1
SuperTrendEWM0data.csv,0-3000000,25-50,75-100,233,2,1
