wigTouch2000data.csv,0-3000000,0-25,25-50,155,52,32
wigTouch2000data.csv,8000000-12000000,0-25,25-50,155,1,0
wigTouch2000data.csv,14000000-80000000,0-25,25-50,155,1,1
wigTouch2000data.csv,0-3000000,0-25,50-75,155,45,22
wigTouch2000data.csv,8000000-12000000,0-25,50-75,155,1,0
wigTouch2000data.csv,0-3000000,25-50,25-50,155,16,4
wigTouch2000data.csv,3000000-8000000,25-50,25-50,155,1,1
wigTouch2000data.csv,0-3000000,25-50,50-75,155,26,12
wigTouch2000data.csv,0-3000000,50-75,50-75,155,1,0
wigTouch2000data.csv,0-3000000,50-75,75-100,155,1,0
