PPW0data.csv,0-3000000,0-25,25-50,246,40,20
PPW0data.csv,0-3000000,0-25,50-75,246,69,37
PPW0data.csv,3000000-8000000,0-25,50-75,246,2,2
PPW0data.csv,8000000-12000000,0-25,50-75,246,1,0
PPW0data.csv,14000000-80000000,0-25,50-75,246,1,1
PPW0data.csv,0-3000000,25-50,25-50,246,27,15
PPW0data.csv,3000000-8000000,25-50,25-50,246,1,0
PPW0data.csv,0-3000000,25-50,50-75,246,77,48
PPW0data.csv,3000000-8000000,25-50,50-75,246,6,2
PPW0data.csv,8000000-12000000,25-50,50-75,246,1,1
PPW0data.csv,14000000-80000000,25-50,50-75,246,1,0
PPW0data.csv,0-3000000,25-50,75-100,246,3,3
PPW0data.csv,0-3000000,50-75,50-75,246,7,4
PPW0data.csv,0-3000000,50-75,75-100,246,4,4
PPW0data.csv,8000000-12000000,50-75,75-100,246,1,1
