SuperTrend0data.csv,0-3000000,0-25,25-50,243,1,0
SuperTrend0data.csv,0-3000000,0-25,50-75,243,157,109
SuperTrend0data.csv,3000000-8000000,0-25,50-75,243,10,5
SuperTrend0data.csv,8000000-12000000,0-25,50-75,243,6,3
SuperTrend0data.csv,0-3000000,25-50,25-50,243,1,1
SuperTrend0data.csv,3000000-8000000,25-50,25-50,243,2,2
SuperTrend0data.csv,14000000-80000000,25-50,25-50,243,1,1
SuperTrend0data.csv,0-3000000,25-50,50-75,243,48,33
SuperTrend0data.csv,3000000-8000000,25-50,50-75,243,7,5
SuperTrend0data.csv,8000000-12000000,25-50,50-75,243,2,0
SuperTrend0data.csv,14000000-80000000,25-50,50-75,243,2,1
SuperTrend0data.csv,0-3000000,25-50,75-100,243,1,0
SuperTrend0data.csv,0-3000000,50-75,25-50,243,2,1
SuperTrend0data.csv,14000000-80000000,50-75,50-75,243,1,0
