MA100VS200data.csv,0-3000000,0-25,25-50,365,19,14
MA100VS200data.csv,8000000-12000000,0-25,25-50,365,2,1
MA100VS200data.csv,0-3000000,0-25,50-75,365,132,76
MA100VS200data.csv,3000000-8000000,0-25,50-75,365,11,4
MA100VS200data.csv,0-3000000,0-25,75-100,365,9,4
MA100VS200data.csv,14000000-80000000,0-25,75-100,365,1,0
MA100VS200data.csv,0-3000000,25-50,25-50,365,11,7
MA100VS200data.csv,3000000-8000000,25-50,25-50,365,1,1
MA100VS200data.csv,0-3000000,25-50,50-75,365,126,66
MA100VS200data.csv,3000000-8000000,25-50,50-75,365,12,6
MA100VS200data.csv,8000000-12000000,25-50,50-75,365,2,2
MA100VS200data.csv,14000000-80000000,25-50,50-75,365,3,1
MA100VS200data.csv,0-3000000,25-50,75-100,365,19,14
MA100VS200data.csv,3000000-8000000,25-50,75-100,365,2,1
MA100VS200data.csv,14000000-80000000,25-50,75-100,365,2,2
MA100VS200data.csv,0-3000000,50-75,50-75,365,7,2
