MA100VS500data.csv,0-3000000,0-25,25-50,224,28,21
MA100VS500data.csv,0-3000000,0-25,50-75,224,65,37
MA100VS500data.csv,3000000-8000000,0-25,50-75,224,3,0
MA100VS500data.csv,14000000-80000000,0-25,50-75,224,1,0
MA100VS500data.csv,0-3000000,0-25,75-100,224,1,0
MA100VS500data.csv,14000000-80000000,0-25,75-100,224,1,0
MA100VS500data.csv,0-3000000,25-50,25-50,224,15,8
MA100VS500data.csv,3000000-8000000,25-50,25-50,224,1,1
MA100VS500data.csv,0-3000000,25-50,50-75,224,84,44
MA100VS500data.csv,8000000-12000000,25-50,50-75,224,3,3
MA100VS500data.csv,14000000-80000000,25-50,50-75,224,4,1
MA100VS500data.csv,0-3000000,25-50,75-100,224,8,6
MA100VS500data.csv,14000000-80000000,25-50,75-100,224,1,1
MA100VS500data.csv,0-3000000,50-75,50-75,224,4,3
MA100VS500data.csv,3000000-8000000,50-75,50-75,224,1,0
MA100VS500data.csv,0-3000000,50-75,75-100,224,1,1
MA100VS500data.csv,3000000-8000000,50-75,75-100,224,1,1
