2022-08-31 00:00:00,CEATLTD,"date
2022-09-30    1.131679
Freq: M, Name: CEATLTD, dtype: float64"
2022-08-31 00:00:00,AEGISCHEM,"date
2022-09-30    0.921795
Freq: M, Name: AEGISCHEM, dtype: float64"
2022-08-31 00:00:00,SKFINDIA,"date
2022-09-30    0.970853
Freq: M, Name: SKFINDIA, dtype: float64"
2022-08-31 00:00:00,BHARATGEAR,"date
2022-09-30    1.232138
Freq: M, Name: BHARATGEAR, dtype: float64"
2022-08-31 00:00:00,BASF,"date
2022-09-30    0.897762
Freq: M, Name: BASF, dtype: float64"
2022-08-31 00:00:00,BBL,"date
2022-09-30    0.974918
Freq: M, Name: BBL, dtype: float64"
2022-08-31 00:00:00,BAJAJELEC,"date
2022-09-30    0.975099
Freq: M, Name: BAJAJELEC, dtype: float64"
2022-09-30 00:00:00,ITDCEM,"date
2022-10-31    1.06239
Freq: M, Name: ITDCEM, dtype: float64"
2022-09-30 00:00:00,CEATLTD,"date
2022-10-31    0.979887
Freq: M, Name: CEATLTD, dtype: float64"
2022-09-30 00:00:00,BHARATGEAR,"date
2022-10-31    0.927094
Freq: M, Name: BHARATGEAR, dtype: float64"
2022-09-30 00:00:00,RELINFRA,"date
2022-10-31    1.034748
Freq: M, Name: RELINFRA, dtype: float64"
2022-09-30 00:00:00,APOLLOTYRE,"date
2022-10-31    1.043057
Freq: M, Name: APOLLOTYRE, dtype: float64"
2022-09-30 00:00:00,ANDHRAPAP,"date
2022-10-31    1.113233
Freq: M, Name: ANDHRAPAP, dtype: float64"
2022-09-30 00:00:00,BAJAJHLDNG,"date
2022-10-31    1.042225
Freq: M, Name: BAJAJHLDNG, dtype: float64"
2022-09-30 00:00:00,BANARISUG,"date
2022-10-31    0.989981
Freq: M, Name: BANARISUG, dtype: float64"
2022-09-30 00:00:00,AEGISCHEM,"date
2022-10-31    1.146809
Freq: M, Name: AEGISCHEM, dtype: float64"
2022-09-30 00:00:00,SKFINDIA,"date
2022-10-31    0.933219
Freq: M, Name: SKFINDIA, dtype: float64"
2022-10-31 00:00:00,BHARATGEAR,"date
2022-11-30    1.008047
Freq: M, Name: BHARATGEAR, dtype: float64"
2022-10-31 00:00:00,ITDCEM,"date
2022-11-30    0.983457
Freq: M, Name: ITDCEM, dtype: float64"
2022-10-31 00:00:00,ANDHRAPAP,"date
2022-11-30    0.865496
Freq: M, Name: ANDHRAPAP, dtype: float64"
