PP0data.csv,0-3000000,0-25,25-50,3315,440,305
PP0data.csv,3000000-8000000,0-25,25-50,3315,17,12
PP0data.csv,8000000-12000000,0-25,25-50,3315,3,1
PP0data.csv,14000000-80000000,0-25,25-50,3315,6,5
PP0data.csv,0-3000000,0-25,50-75,3315,1163,774
PP0data.csv,3000000-8000000,0-25,50-75,3315,77,49
PP0data.csv,8000000-12000000,0-25,50-75,3315,11,9
PP0data.csv,14000000-80000000,0-25,50-75,3315,11,9
PP0data.csv,0-3000000,0-25,75-100,3315,8,2
PP0data.csv,3000000-8000000,0-25,75-100,3315,1,0
PP0data.csv,8000000-12000000,0-25,75-100,3315,1,1
PP0data.csv,0-3000000,25-50,0-25,3315,2,1
PP0data.csv,0-3000000,25-50,25-50,3315,349,237
PP0data.csv,3000000-8000000,25-50,25-50,3315,22,13
PP0data.csv,8000000-12000000,25-50,25-50,3315,2,2
PP0data.csv,14000000-80000000,25-50,25-50,3315,2,2
PP0data.csv,0-3000000,25-50,50-75,3315,326,200
PP0data.csv,3000000-8000000,25-50,50-75,3315,25,19
PP0data.csv,8000000-12000000,25-50,50-75,3315,3,2
PP0data.csv,14000000-80000000,25-50,50-75,3315,3,2
PP0data.csv,0-3000000,25-50,75-100,3315,6,4
PP0data.csv,3000000-8000000,25-50,75-100,3315,1,1
PP0data.csv,0-3000000,50-75,0-25,3315,3,1
PP0data.csv,0-3000000,50-75,25-50,3315,14,11
PP0data.csv,3000000-8000000,50-75,25-50,3315,1,1
PP0data.csv,14000000-80000000,50-75,25-50,3315,2,1
PP0data.csv,0-3000000,50-75,50-75,3315,2,1
