1WA20data.csv,0-3000000,0-25,0-25,265,3,2
1WA20data.csv,0-3000000,0-25,25-50,265,108,65
1WA20data.csv,3000000-8000000,0-25,25-50,265,1,1
1WA20data.csv,8000000-12000000,0-25,25-50,265,2,2
1WA20data.csv,14000000-80000000,0-25,25-50,265,1,1
1WA20data.csv,0-3000000,25-50,0-25,265,41,31
1WA20data.csv,3000000-8000000,25-50,0-25,265,2,2
1WA20data.csv,8000000-12000000,25-50,0-25,265,1,1
1WA20data.csv,14000000-80000000,25-50,0-25,265,1,1
1WA20data.csv,0-3000000,25-50,25-50,265,84,60
1WA20data.csv,3000000-8000000,25-50,25-50,265,4,1
1WA20data.csv,14000000-80000000,25-50,25-50,265,3,3
1WA20data.csv,0-3000000,50-75,0-25,265,7,7
1WA20data.csv,0-3000000,50-75,25-50,265,2,2
