Nov 28 2022 05:30AM,Nov 30 2022 05:30AM,KANORICHEM,wigTouch2000data.csv,0-300000025-5025-50,196,32,25,PROGRESS,1.0
Nov 30 2022 05:30AM,Nov 30 2022 05:30AM,SURANASOL,wigTouch2000data.csv,0-30000000-2550-75,203,41,33,PROGRESS
