11/11/2022,Omkar Speciality Chemicals Ltd,OMKARCHEM,81319.8,24.75232479774963,43.90725707132845
10/11/2022,Tata Motors,TATAMTRDVR,11564807.0,35.606053429487545,51.09824713101767
07/11/2022,Eros International Media Ltd,EROSMEDIA,365644.2,21.007081676823663,24.851408348228908
09/11/2022,Eros International Media Ltd,EROSMEDIA,388659.8,23.14222833843116,22.204523761750448
10/11/2022,Eros International Media Ltd,EROSMEDIA,378181.2,25.481111139205733,20.0671979344846
11/11/2022,Eros International Media Ltd,EROSMEDIA,543232.2,27.652930882782123,27.31225500398712
07/11/2022,Tree House Education &amp; Accessories Ltd,TREEHOUSE,161849.4,39.624506274969384,66.36445727574215
09/11/2022,Tree House Education &amp; Accessories Ltd,TREEHOUSE,184717.6,40.47980260557808,69.48664322305066
11/11/2022,Tree House Education &amp; Accessories Ltd,TREEHOUSE,142596.8,42.73537278374806,64.49380041840081
07/11/2022,Zuari Agro Chemicals Ltd,ZUARI,223316.2,23.483637773068235,33.9924589828288
09/11/2022,Indigo Paints Ltd,INDIGOPNTS,537434.0,24.26663351729778,43.371003649246816
07/11/2022,ICICI Prudential Nifty ETF,ICICINIFTY,367271.0,30.842803126410377,69.4155537752929
31/10/2022,Diligent Media Corporation Ltd,DNAMEDIA,60651.2,14.295353498701777,43.44083996563292
10/11/2022,Shyam Metalics &amp; Energy Ltd,SHYAMMETL,162378.4,25.108083394776887,51.53361406508606
31/10/2022,Intellect Design Arena Ltd,INTELLECT,1454908.6,29.712136123585946,19.4658467026004
28/10/2022,Bombay Super Hybrid Seeds Ltd,BSHSL,43519.2,43.90617243780179,56.385894621700494
10/11/2022,Imagicaaworld Entertainment Ltd,IMAGICAA,265520.2,19.984503771690726,52.14949915061274
10/11/2022,Infibeam Avenues Ltd,INFIBEAM,11815409.8,35.19359517409186,63.58555837035643
24/10/2022,Future Retail Ltd,FRETAIL,509506.8,37.80734301347007,31.615735241954535
31/10/2022,Future Retail Ltd,FRETAIL,519035.4,38.51476977601059,29.446031251877447
01/11/2022,Future Retail Ltd,FRETAIL,519018.4,39.44533533425035,27.419551660567997
02/11/2022,Future Retail Ltd,FRETAIL,535547.4,40.562581502971035,25.52759959773752
31/10/2022,BIGBLOC Construction Ltd,BIGBLOC,49469.0,26.938409480865374,61.384007823497875
28/10/2022,United Polyfab Gujarat Ltd,UNITEDPOLY,51976.6,36.68399686118106,54.85734784729597
31/10/2022,United Polyfab Gujarat Ltd,UNITEDPOLY,51223.4,34.10205884789719,51.10278229924796
01/11/2022,United Polyfab Gujarat Ltd,UNITEDPOLY,51385.4,32.10944820847184,47.750805746316246
02/11/2022,United Polyfab Gujarat Ltd,UNITEDPOLY,53951.8,30.68932226619965,44.74792803974263
03/11/2022,United Polyfab Gujarat Ltd,UNITEDPOLY,88397.4,28.877805409412144,48.079141003743636
28/10/2022,Art Nirman Ltd,ARTNIRMAN,34438.2,30.663841706758603,22.48459057214527
31/10/2022,Art Nirman Ltd,ARTNIRMAN,44422.8,32.2824109271428,21.145092931987385
02/11/2022,Art Nirman Ltd,ARTNIRMAN,78268.6,35.78438423778455,24.493665885696753
31/10/2022,Global Education Ltd,GLOBAL,296415.4,61.175124353510974,69.84085463295108
01/11/2022,Global Education Ltd,GLOBAL,277451.4,60.01837269109853,62.79190582463832
02/11/2022,Global Education Ltd,GLOBAL,433352.4,57.95946142524931,59.325380117199245
04/11/2022,Global Education Ltd,GLOBAL,312560.0,52.54629937607372,49.627820333097574
31/10/2022,Apex Frozen Foods Ltd,APEX,72832.4,15.731374019468484,39.25027594639285
02/11/2022,Sikko Industries Ltd,SIKKO,82047.0,23.587749532714348,63.50853837135904
04/11/2022,Orient Electric Ltd,ORIENTELEC,201119.4,15.218356050935459,38.5243489355361
09/11/2022,Moksh Ornaments Ltd,MOKSH,126916.8,17.909743468030285,33.22936966708199
11/11/2022,Debock Industries Ltd,DIL,787355.8,32.36419705073849,64.93953665957017
10/11/2022,Atal Realtech Ltd,ATALREAL,105600.0,17.88873763224363,49.25128447797601
11/11/2022,Supriya Lifescience Ltd,SUPRIYA,299798.8,39.23357604413565,13.733486403637784
10/11/2022,FSN E,NYKAA,19477022.4,24.108985131556473,45.882674655947966
02/11/2022,Mirae Asset Hang Seng TECH ETF,MAHKTECH,2471887.0,40.073822380961595,44.61994098992192
