Jan 10 2023 05:30AM,Indian Card Clothing Company Ltd,INDIANCARD,0-3000000,0-25,50-75
Jan 10 2023 05:30AM,Automotive Axles Ltd,AUTOAXLES,0-3000000,0-25,50-75
Jan 10 2023 05:30AM,Damodar Industries Ltd,DAMODARIND,0-3000000,25-50,50-75
Jan 10 2023 05:30AM,Suprajit Engineering Ltd,SUPRAJIT,0-3000000,0-25,50-75
Jan 10 2023 05:30AM,Ortin Laboratories Ltd,ORTINLAB,0-3000000,25-50,25-50
Jan 10 2023 05:30AM,Hathway Cable &amp; Datacom Ltd,HATHWAY,0-3000000,0-25,25-50
Jan 10 2023 05:30AM,ICICI Lombard General Insurance Company Ltd,ICICIGI,0-3000000,25-50,50-75
Jan 10 2023 05:30AM,ARSS Infrastructure Projects Ltd,ARSSINFRA,0-3000000,25-50,50-75
Jan 10 2023 05:30AM,BF Investment Ltd,BFINVEST,0-3000000,25-50,50-75
Jan 10 2023 05:30AM,Nagarjuna Fertilizers &amp; Chemicals Ltd,NAGAFERT,0-3000000,25-50,50-75
Jan 10 2023 05:30AM,Mittal Life Style Ltd,MITTAL,0-3000000,25-50,50-75
