Nov 20 2023 03:30PM,Spandana Sphoorty Financial Ltd,SPANDANA,0-3000000,25-50,25-50,see currentdate,1WA2
Dec 04 2023 02:30PM,Ramkrishna Forgings Ltd,RKFORGE,0-3000000,25-50,25-50,see currentdate,1WA2
Dec 29 2023 03:30PM,Oil India Ltd,OIL,0-3000000,25-50,25-50,see currentdate,1WA2
