Feb 09 2023 05:30AM,Century Textiles &amp; Industries Ltd,CENTURYTEX,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Hindalco Industries Ltd,HINDALCO,8000000-12000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Wheels India Ltd,WHEELS,0-3000000,0-25,25-50,see currentdate
Feb 09 2023 05:30AM,Electrotherm (India) Ltd,ELECTHERM,0-3000000,0-25,25-50,see currentdate
Feb 09 2023 05:30AM,Divis Laboratories Ltd,DIVISLAB,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,S H Kelkar &amp; Company Ltd,SHK,0-3000000,25-50,0-25,see currentdate
Feb 09 2023 05:30AM,SecureKloud Technologies Ltd,SECURKLOUD,0-3000000,25-50,0-25,see currentdate
Feb 09 2023 05:30AM,Multi Commodity Exchange of India Ltd,MCX,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Sutlej Textiles and Industries Ltd,SUTLEJTEX,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Ankit Metal &amp; Power Ltd,ANKITMETAL,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Asian Granito India Ltd,ASIANTILES,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,D B Corp Ltd,DBCORP,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Alembic Pharmaceuticals Ltd,APLLTD,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Avadh Sugar &amp; Energy Ltd,AVADHSUGAR,0-3000000,0-25,25-50,see currentdate
Feb 09 2023 05:30AM,Greenpanel Industries Ltd,GREENPANEL,0-3000000,25-50,25-50,see currentdate
Feb 09 2023 05:30AM,Brookfield India Real Estate Trust,BIRET,0-3000000,0-25,25-50,see currentdate
