Dec 05 2022 05:30AM,Atul Ltd,ATUL,0-3000000,25-50,50-75
Dec 05 2022 05:30AM,Deccan Cements Ltd,DECCANCE,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Tinplate Company of India Ltd,TINPLATE,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Supreme Petrochem Ltd,SPLPETRO,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Goldiam International Ltd,GOLDIAM,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Gujarat Mineral Development Corporation Ltd,GMDCLTD,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,ICICI Lombard General Insurance Company Ltd,ICICIGI,0-3000000,25-50,75-100
Dec 05 2022 05:30AM,Firstsource Solutions Ltd,FSL,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Ashoka Buildcon Ltd,ASHOKA,0-3000000,25-50,75-100
Dec 05 2022 05:30AM,Prince Pipes &amp; Fittings Ltd,PRINCEPIPE,0-3000000,25-50,50-75
Dec 05 2022 05:30AM,Dodla Dairy Ltd,DODLA,0-3000000,0-25,50-75
Dec 05 2022 05:30AM,Mirae Asset Hang Seng TECH ETF,MAHKTECH,0-3000000,25-50,50-75
