Jan 09 2023 05:30AM,Bajaj Electricals Ltd,BAJAJELEC,0-3000000,25-50,50-75
Jan 09 2023 05:30AM,V I P Industries Ltd,VIPIND,0-3000000,0-25,25-50
Jan 09 2023 05:30AM,Lumax Industries Ltd,LUMAXIND,0-3000000,25-50,25-50
Jan 09 2023 05:30AM,Aditya Birla Money Ltd,BIRLAMONEY,0-3000000,0-25,25-50
Jan 09 2023 05:30AM,RPG Life Sciences Ltd,RPGLIFE,0-3000000,0-25,25-50
Jan 09 2023 05:30AM,Onelife Capital Advisors Ltd,ONELIFECAP,0-3000000,25-50,50-75
Jan 09 2023 05:30AM,Aditya Birla Sun Life Nifty ETF,BSLNIFTY,0-3000000,25-50,25-50
Jan 09 2023 05:30AM,IIFL Wealth Management Ltd,IIFLWAM,0-3000000,0-25,25-50
Jan 09 2023 05:30AM,Geekay Wires Ltd,GEEKAYWIRE,0-3000000,0-25,50-75
Jan 09 2023 05:30AM,ICICI Prudential S&amp;P BSE 500 ETF,ICICI500,0-3000000,0-25,25-50
