Nov 29 2022 05:30AM,May 08 2023 05:30AM,Aditya Birla Capital Ltd,ABCAPITAL,162.95,152.85,PASS
Nov 07 2022 05:30AM,May 12 2023 05:30AM,Torrent Pharmaceuticals Ltd,TORNTPHARM,162.95,152.85,PASS
Dec 13 2022 05:30AM,Aug 23 2023 05:30AM,Unichem Laboratories Ltd,UNICHEMLAB,340.6,342.75,PASS
Jul 21 2022 05:30AM,Apr 21 2023 05:30AM,Gulshan Polyols Ltd,GULPOLY,299.45,254.4,PASS
Nov 01 2022 05:30AM,Jun 09 2023 05:30AM,Arvind Fashions Ltd,ARVINDFASN,391.25,268.25,PASS
Feb 17 2023 05:30AM,Jun 14 2023 05:30AM,Shilpa Medicare Ltd,SHILPAMED,270.55,248.05,PASS
Nov 14 2022 05:30AM,Nov 20 2023 05:30AM,Prestige Estates Projects Ltd,PRESTIGE,512.15,512.15,PROGRESS
Apr 19 2023 05:30AM,May 16 2023 05:30AM,Laxmi Organic Industries Ltd,LXCHEM,276.55,275.05,PASS
May 14 2023 05:30AM,Jul 14 2023 05:30AM,Sharda Cropchem Ltd,SHARDACROP,515.3,515.3,PROGRESS
